,id_aportacion,fecha_aportacion,no_aportacion,detalle_aportacion,monto_aportacion,ci_persona
119,b26fd1948021489b8a67d1235cbb3c52,2021-09-19,69,9cPZ9VgdBpaQYFLo56c1Do2LB,964,1187753037
120,f023121b2902476189ee4a437c737e81,2021-11-05,82,xbKO7d7B40RjEFDr6fjWEJf28,143,4639469816
121,05ed7503987547aea197e3bba52982f5,2020-04-03,57,PFC0KWHA4T8vatfPJzyuE1P0Y,376,4613187353
122,3cd8ec079cb14b55b72a1bc33698da39,2021-09-05,74,SFBLtgQOEmH5B2Ovnk1Rssjxj,674,9813009118
123,2476d3dc5e194644ba9e55579939bcbe,2020-01-24,50,KOUHT7DCpMI53sQwOzzCULoIY,934,3872101559
124,38c51a4b5de74003b266a8b2da2fe193,2022-03-22,78,TEUAEhQwIaMxnrLvtsJ7Z7bgK,185,7308597228
125,f27de231adc5429a86f95d643003141c,2021-04-08,31,djnUcq95KVNPVhKWLZXKrdLYn,835,8372006909
126,75e50730dac24543ad80ca5ff87bae96,2020-07-15,55,R59wqb50EJZu6YZweQ2A9eQcM,747,5994811450
127,b668d086d8c84c97a88238451ef6601f,2020-07-29,89,MI2DCileeT0QHNNHTja6gLmy1,330,1914607516
128,d5e672d6205d47f8898d7cd712d70885,2022-03-16,46,XAuhwJOBaKD84A4696IEcFHWi,606,8465624451
129,525caca1c90d448586d350693d830279,2020-01-27,53,d4TzBKrQNZs9WaG5K6ecWkHzz,437,2576561196
130,ce8d4b7af88c46d38f3829ef1e7c12a5,2021-11-17,56,hpl6lkC3RJfh1GOeWwQPhwfiT,897,4537003873
131,166ba9ef08944828a038e7cf3b637f01,2021-07-29,08,3foRMqEXO8Z3RZ3HCre5GhDPI,314,4956289421
132,1dba77f9427e4e7d8c2c1c5c71c2a4ee,2022-02-25,34,2YgMQFoKG1KcSHtGST9izLxIA,050,8392749829
133,d558aa9830ba4e04b660bb160627967c,2020-08-08,44,CDJqMF8ZIHpolEoDXrf7ePXIG,657,3243802451
134,71f79ca331bc4bdd8b3ec636a5ce853c,2022-10-10,18,xDY0hcHKwm2raDJfDmsQQ9fEN,490,6978221843
135,9ce8de578555488a9e4dc3c28b02540e,2021-10-06,17,uuSeTXBnZaJLWsJpVYUyd3ZiT,726,3239967901
136,ad36fcccf4004f8089612750bb0092f9,2021-01-23,14,HHLhacBKUf07sGoWB246MKjTo,038,4006484824
137,83b4a157a000442caf8ca1b2dbbcf87a,2020-11-10,29,TTVYNxVqfFB1zDGQpfmJ60uJL,814,3595546999
138,8a81de1ae71a4a459281ba4f4bb5f6f6,2022-07-14,72,6NUPXtU9N2SliRO0LcrllbERz,294,7908226700
139,ec0b53b2fcd54b0695a6641242a54bcc,2020-08-27,15,xpzillitNuUrxrrHOgU05umbP,823,7482486668
140,11d84478a6ea4f98aa07d4ca5f08ccd6,2022-01-31,41,KgjBwdmxcqVpUtjaFHEhDtVSi,734,7831433990
141,e75e596b17bb49d4b3a23f057cab6c08,2022-02-17,19,vdrdEcizDlnwkmcnt5riT10GO,825,0840335057
142,e7a8b7fdc64a4823a1bf585c4ca633b6,2022-02-10,36,IrhJJs65WKWClcaVDtPvoKzXM,988,8364765963
143,985ea1e2040a47d09e647a4b6bb38d0f,2020-11-21,82,rAIKfr5IQVW4nOUmxbfkiVZou,161,2420900791
144,4c92c6f949744852b15ce6f5fc11f8f9,2022-01-30,74,MfPgAkLeJZrrfQXAwjxvQWL9g,453,7142624054
145,824eaa71c702421c82fa0c85e9400de4,2022-06-22,81,PVZFkN4696xKKYSjrEmOFBwaQ,137,3379701577
146,fb04ade92e434fc282cdb7fba5ac0122,2022-07-11,23,ZAYhmrAyJfrMAfbJt3HilglWv,668,7579740663
147,166d7e24788f49a5b657626623fe5594,2020-06-05,93,MN2QnnKQ7QINCzlBvZZCtLaJ8,753,6982775038
148,9f2ccf82da614c02b0369d50670527d9,2022-02-22,49,HFqTyLTRA74DsPDxuoxXgJSoD,166,4794551139
149,37a5084f6d1048b8a2ffbb4a2d46d625,2020-09-21,79,aCkWwA21PlgeNPC7t7WPSMnrn,720,7471129508
150,6e0df020d2dc4d2cb47cd1cff16611c7,2022-06-24,34,ffZefy1c4d1KjJyDd3i1uJqVa,433,6589286567
151,7387ad344ddb4fe1bdb8b240a2129476,2020-05-27,28,9RHHKP9Thh38qpKO4tRUqgLUz,915,9891520034
152,3e378935f84440a2b46c22674d170b9d,2022-12-01,40,3aiKGns14E4I4cfeaB9abTh4N,736,7997628558
153,1a59f9e4261f4d85be14912d32c60a10,2020-01-28,89,LDHr1S7A2DGrifjdcFyjrlAlp,357,5047926134
154,f5b5bc49385744f29d8fb45fa02f2928,2022-08-21,12,41Pk4f1HfsEOxZTzrKBZF9RA4,341,1439120602
155,71586d76a6b24ebfa65c1c2ddb2fa6cc,2022-01-18,71,EhF004m7cb2DWjxwzaJyJqkov,288,2787470476
156,cd97a7383ffc4826a5bc141ecb8787a9,2022-05-10,85,QGkWWH6MnjFhaYLJgGfAlcgkK,696,6135191708
157,b38777d4eb2b4b568ccb183ba42ca05f,2021-12-23,28,kAwCYDuwCxm92qus7l1dHdT1I,671,5746648763
158,523d2bab6fb9413c9a89db58b12224ec,2021-07-22,14,CFj7BhNlJl4OhyZQzsWiZW4UZ,139,3952125759
159,b398c69d4fb7425b86af5dd84cec4156,2021-10-06,06,JYDxXRgrfuQrTBtH2fjQYYkOB,853,4257357550
160,4cda14e450214c3c95ff08a958d489a1,2022-07-29,71,cqOgDX0VxNBzC1YIATjRdFEiK,705,9853501942
161,a19834a723304884a8524c0d7dd902f6,2021-07-06,88,fq0wtoAX99Ajis9ZFTKLmtJsK,731,8557898056
162,3b550e77126b4a7fb994c61bef3a5903,2020-05-23,11,vkJ66uw0W3qcTXAr8Fd3DTpRQ,687,6577181815
163,e6e9344b90e344b8824fe51c7822b7ab,2020-01-16,30,XBLj0qSb5PosA2Z3sa0SXvVAH,556,8783898565
164,db29f638f6a549da94664076d77929df,2022-03-13,20,8xTQVuzaYpKK7XzUWnCLZQixz,079,0326695586
165,916c480c550445d7b81f21e6410c911a,2021-06-15,99,G5hPajBW2NJQ4qLc2sWjJ2XYw,269,1316946913
166,3c338586116e4be7807fe494133dfbb8,2022-03-09,50,RUA68WvKf7Bns4gzhzNrB1ZZC,980,1722883507
167,bceb56c9159d4df5aa2553a401680257,2022-02-19,53,xMem63tM1mxfly2T6rHHXZjXW,901,2927779407
168,9516efec21b84a37a7a691cbdda0685b,2020-08-01,62,ms7AID8zvUPpa1x0LUgvI9Ar0,342,8653898325
169,92e1932971db46009e444df7225e352e,2022-05-05,61,YKohRABl68cGcRQ7DyaAmwOyA,255,6987837795
170,a204932c372e435c952766744d758a8f,2020-07-03,83,zQs8pBakw9Ge3Yf4MURNieIJA,467,8824995984
171,939cdfe2a72e46d29a84166b745c7fa4,2020-09-13,17,QtbvRJW8alr16b5j1u9W03LjX,585,1403093151
172,7eea4af94cbd4960a564f248b0ab8994,2022-08-30,05,KICRHbrxmnDIKtG74EF6OpFnI,142,7149730755
173,cd12bdc3bbe548b7a538a4f16816f201,2020-11-30,62,0Jqy8gW3WeFUG9ejVFE5Xwwsy,147,2401166133
174,377963236f53449c8d6ae410dff0b248,2021-10-09,78,OSkGaCIVKSzp0fvzE18VphluD,916,6063602375
175,8e814ee5a8424d4aa54739d58095a16c,2020-06-29,84,dyqX3dl7BFGUWImNWKjGepUq9,122,8532121845
176,9e2d3cb7271149239d17a16f2e81662d,2022-06-21,60,9DXO6WTltfZb6Cj8CL41h5w3Q,705,0701772151
177,adbe138e47164c95a1d1ac4b9b07a5b6,2021-05-19,03,ZPh8uoIPU4yYDhDx9ctTib303,367,2113922092
178,051e25ae550448339f1023d2ad6ecfc0,2022-09-25,36,qaGkjEc4FN0F3vH4Rh8zGrhhZ,136,8325423779
179,fd2b2d86f0484f8cbee4169c809130a8,2021-06-27,84,IiZJKlkW3ukhA25fleSUFx3M5,466,3368339116
180,755fbfff72ab46ddb361d34c7652b0fb,2021-09-24,96,KYreIUcLkcrZntO4CKhIQnqkK,714,0703324735
181,0cc4fd0e94934bb5b852a326b296618f,2021-06-27,79,25aFjiejx0u5ozM94XyzYzga3,931,8636813100
182,72184fffeacc42a0a0c7f908625607e4,2020-09-12,14,mixhVUm3OIz9zUxLK7vcw5f0a,298,6007255329
183,23b6f4ecfc9b4187a298923ace08b630,2020-05-25,69,fOic2I2JQZROto3WnFMYSBmBc,363,6122263333
184,0b8eecf251234564b73f2a71f7c8ccb9,2020-05-22,95,0cSpwR1f3E8W0ncyM28RjEDum,743,9122387495
185,b2f39f11ee9740678bf8d1585039f76d,2020-07-30,14,x3GcE45liucDVORUX7mNhSnex,819,2529302517
186,4b15401d7f5443aa84192025340b060d,2021-06-07,89,TBNNbfDtHQXfHhh1pld9HUNrM,339,6100204391
187,482954a66a0c43da879bb2cb0f1ccaf2,2021-05-12,70,bpdF65bFcJ77WPDnTG5pWGTjO,559,6678458953
188,2afd73043f1c47f6bc628c8a898a2bf9,2022-01-07,13,hxsqSUfwPh24AWFCkC0u4zeZC,787,3371186819
189,f19949eadfd74729a59060afcf1e51ab,2020-10-12,25,YRPh26DkOyjoEJ429wqNM7USy,132,0955395783
190,833ba9eee78b4235920d40e05e0b67b8,2020-12-28,04,FQYgImtLz3vK8cNf8cI0JLyux,895,0649907403
191,c295d28a297c4e81bbcca1d1fb166554,2021-04-01,59,mywskQyrQlb8tvCrDMQGGY9FL,792,2679517570
192,301e130196fe48b499d34804bd1b190f,2022-06-05,04,GzUfDoJqKaFXL7Mi9KD7Tc7cJ,960,5383929812
193,2013e3de7c7f4eeea80eb787d1e6f533,2020-07-12,67,Ku8YCyoPC3NgquVln4Z9436pc,167,3609809378
194,9a0d5cfaa2fa437b8d264c936fae9e3f,2022-02-11,56,HpmA7LXKJw0ch7mY6sMLsEeje,104,7298827163
195,71590118a48b48f5aaba07aae21c1918,2020-05-05,30,dy0Ed8dKkRKTPxCrommO1lrIE,997,5652205133
196,0ee1464cc59542d3992fd805e8fc738a,2021-05-30,46,HsMRJ74cUk5usFa9jKGtf7sEU,149,7078383042
197,05c5e574d5be4020853b8b1e4a38a63c,2021-05-17,04,RGfZK0QheS7ErtWExkAjlXqzV,716,8114298193
198,419cc9f4002a4942ba6422a6aeafc68a,2021-08-13,71,D0mnDWEVeeGN82eUDWGBxfIlR,303,5625349467
199,90b710ad144049ae83b418a6c78195d8,2021-11-29,16,f7DaBtSNrjomNQJXMlPQjExu7,501,8324209438
200,2411fc1ee6b94f17998de3d6eb0c6a2c,2020-08-24,61,hOkysRgViwaqh2dC4WiZnghDt,560,2077656076
201,7e6c17d0cac745549e1b8e36725f9345,2021-04-12,87,5YQCnCAw9Bjajk7rjWD1mezlY,129,0312758361
202,0ee73095f6904b3ba65772df060a8c17,2020-06-10,15,ufrCibMFP7VBZuHkdzxFogp6L,913,5464687392
203,aad1dd0d5d114636883e6b0e41d14a1a,2022-01-10,84,8C9QBSF0ahUQGhP2s9UVRDMIl,867,3621727985
204,96034f6dcbba42728c72b9e1e8e5acce,2021-10-14,85,uu8i4FPMAdVK3QfN7elbfjl9Z,991,7715617233
205,f6d16fc6919242ebab6475670d679cc6,2022-07-11,81,v1TDiN0HeQqeNUQwXedyHao0x,454,6172750350
206,3203768952d144d58d36930290f10ff2,2021-02-22,56,Ep8ry4q0RgmRchsKkezqGRTDv,894,2811039521
207,cf0e91df4a4940c98be7a12f16b01d8e,2021-01-02,84,9Sc9Q1kxA70x1pC7WvBEWYJOq,571,4967641843
208,bb1461e61f00483a8eef38506f6ae12c,2020-07-14,29,Fp5iAMGqlsbHrJLay5YqTJNpr,836,3238764117
209,ebb0a84e5c3b498ba7b61f5b6cbd4ccc,2021-11-04,33,Wg72T3o9BGykFrpg1b82dFVCo,920,6255799453
210,398aa9e5bd234fd3be415573b3545939,2022-10-19,59,hHChFx895zsURCX60LOHYCRDF,873,8231845233
211,9c22e14baf6449ca83e3348054ec003c,2022-08-10,46,zsl3Y0XbcgHhGWJ8CLzBnfHkP,456,8072183346
212,3d8c6bcae0404ecfaa398af1ea4b0822,2021-04-09,14,2WONJITN4m4P0VPcgjmaJtY0e,745,1867177054
213,4b570df714ca4daf8f7838648216cab4,2021-10-30,35,hbk9tBBrYxckZMrIqXtu7D8QG,136,9464161353
