,id_afiliacion,nombre_afiliacion,tipo_afiliacion,estado_afiliacion,ci_persona
238,828e406773324341881c74055d518a08,Voluntario,Pensionista,Activo,9877282116
239,b6a7db48524e4251ab0d9f453025ebed,Asegurado,Afiliado,Inactivo,9803133191
240,dd0fe1592633430eab9f9c2e903b03ca,Voluntario,Pensionista,Activo,1908798049
241,3676464f4cf14d32852b50721bd4f9bd,Voluntario,Pensionista,Activo,7399632257
242,b5b34e094cfd4d16aa6c819937b29132,Asegurado,Pensionista,Activo,3308122632
243,1d43484713434cd5935e25f83471fa86,Voluntario,Pensionista,Activo,1535760625
244,056b9eaf29e646f39cee3f72a4ea9ca4,Asegurado,Afiliado,Activo,0971712085
245,8f9895608d52451893c3ac5ee8add89d,Voluntario,Pensionista,Activo,0404577880
246,6d06cc95f21242bbb0d0e94a4c1d3926,Voluntario,Pensionista,Activo,5744869484
247,21071206ee6f4aee9b84cb774b7b94e5,Voluntario,Pensionista,Activo,0420151181
248,834f20ebbe824aa680690f779492b803,Voluntario,Pensionista,Activo,2155029370
249,f4ffd905b14545c69655ecfa7817a384,Voluntario,Pensionista,Activo,0518367406
250,15186f40e93342838a2f0126f906a3e8,Voluntario,Pensionista,Activo,8319277389
251,acfe757fb9744a29aa15ea1d0e2f858d,Asegurado,Pensionista,Activo,9141271316
252,a029f26625d049d1a6c7882fa00cf2b0,Asegurado,Pensionista,Inactivo,6540139480
253,74cfa3711231469d9a583cedfb11c090,Voluntario,Pensionista,Activo,7911750890
254,bb623625fc2543e5ba473497ea47ee4b,Voluntario,Pensionista,Activo,7277572096
255,569d04dc3f4e49aaa825e651b3d71485,Voluntario,Afiliado,Activo,9210546958
256,224d1b3702ff466195d3e4dd3b21a6bd,Voluntario,Pensionista,Activo,8871455882
257,ca1bce68ba39462382cd965dd2205882,Voluntario,Afiliado,Activo,1446436448
258,7adacdb848f34d569b62630d84f66b56,Voluntario,Pensionista,Activo,6259867512
259,646c8076c3724eacb0abe776dd440df6,Voluntario,Afiliado,Activo,0747054269
260,ecb78f955ea24059a1ed75e358c698d1,Voluntario,Pensionista,Activo,6153416114
261,f3faafb0b1574df28fb5264a63567dd7,Voluntario,Pensionista,Activo,8304638122
262,5ebfceda3caa4b18ac4b1afd8ac8e6e7,Voluntario,Pensionista,Activo,2608428943
263,9ec74cf899b9405faa2a346afe900331,Voluntario,Pensionista,Inactivo,4318794701
264,fd58a1f73edf4fd5951095377235608b,Voluntario,Afiliado,Activo,3897158885
265,89a86bb90acd4f74a6964093bab5f143,Asegurado,Pensionista,Inactivo,3675824313
266,45e73ba91e3f413ca8139ae3e3fb4917,Voluntario,Pensionista,Activo,8491585477
267,0de1a4855a0d4c03a81ca153f3637fa0,Voluntario,Pensionista,Activo,6492363765
268,b3dc11b7c44d4b1da05baa566089d0b2,Voluntario,Afiliado,Inactivo,0437246184
269,48079ccb40014fc0b4843ba6482ba80f,Voluntario,Pensionista,Activo,8190498345
270,d8226b21c0664372a766bc9307acf65d,Voluntario,Pensionista,Activo,1307947115
271,a8e189bb55284da484baac1a85927d05,Voluntario,Pensionista,Inactivo,9705468304
272,95a9eeb0eacd42fe8d285bc48773b04c,Asegurado,Pensionista,Inactivo,9496993686
273,37d529b201cd44f382df043de03979bb,Voluntario,Afiliado,Inactivo,5102106250
274,a290aee977604feaa8166ece7e06626a,Voluntario,Pensionista,Activo,3364824948
275,94da737c23084b9292c6fea8073358f0,Voluntario,Pensionista,Activo,6775985620
276,0f671622b5244adc892485015de91a17,Voluntario,Afiliado,Inactivo,7730510101
277,43c207c2d2c14697a0f75c14dcf92e75,Voluntario,Pensionista,Activo,5307528771
278,bedb19d0a66445a9984dfaea215e890f,Voluntario,Pensionista,Activo,1768251374
279,a582c27752bb4267b348378ae730c900,Voluntario,Pensionista,Inactivo,2910399105
280,95f6f7fe77a84e028c4cd438368da5b3,Asegurado,Pensionista,Activo,9282952286
281,18a2e727896e4fd6ad224b5f3b6dc590,Voluntario,Afiliado,Activo,7153541915
282,e4a3fb02fc7e45a495efe7eb66fd42c8,Asegurado,Pensionista,Activo,3950859418
283,867953887ff54fd0b1419b1d4876c294,Voluntario,Pensionista,Activo,4249446910
284,769eb7504ca440a486f0ed6553e967c4,Voluntario,Pensionista,Inactivo,0516926192
285,8921c91a17344e4889867f9e39b1ad9a,Voluntario,Pensionista,Activo,1642333920
286,f72d300877ec46d2b5d7e66f9517c8ff,Voluntario,Pensionista,Activo,0070324713
287,b7958a2e4a6e4d99a1b1c74d7cb410ea,Voluntario,Pensionista,Activo,4685266623
288,27c620174353431f811e03da09a92895,Asegurado,Pensionista,Activo,5676732055
289,587d7158569346af9c06b0a9db1438b6,Voluntario,Afiliado,Activo,6772288871
290,01d789e3088f414db3016bb2897db101,Asegurado,Pensionista,Activo,9041376401
291,09b3e8299e55474c97058c8559ef13f7,Voluntario,Pensionista,Activo,7135380722
292,2d1acc9f07384d97827eed3025e01ea0,Voluntario,Pensionista,Inactivo,9565605199
293,b4fe0e610bc143d185b39397bc93ac70,Voluntario,Afiliado,Activo,6252514485
294,ef24109ccb314e7586c231e88ab3554b,Voluntario,Pensionista,Activo,0638802765
295,d7e55e55ff974d1a95e30a47e18ec296,Voluntario,Afiliado,Inactivo,6937741932
296,2e0b3ea7a4824857bc51ddf9d2606a5a,Voluntario,Pensionista,Activo,8920992330
297,9a9f5e9e91c84b7a94898410596690e8,Voluntario,Afiliado,Inactivo,3247925164
298,68e2c698964e4298a15cb81116b9ae40,Voluntario,Pensionista,Activo,9027433572
299,0d03c6cf36914dfa932a87cfc4222332,Asegurado,Pensionista,Activo,9185311080
300,0f8524cd156c4aa3880f45e55afd287e,Voluntario,Pensionista,Activo,9335554035
301,3f2ba90e0b7a4af491d39f740da173e1,Voluntario,Afiliado,Activo,1047969689
302,aab9154bac6b44f8b8154171c8ea45a1,Voluntario,Pensionista,Activo,1064074028
303,408a92a3b88d4e46a38c891b53f6b161,Voluntario,Pensionista,Activo,0877312562
304,6fa437f2a4864d5aa0001d8d2da20002,Voluntario,Pensionista,Activo,8272162208
305,92fc6ce153f74f95b234c69d80b17834,Voluntario,Pensionista,Activo,6782907280
306,4efe56c389af4711b50cf8b8d4d332fd,Asegurado,Pensionista,Activo,3698817409
307,ddf187596cd3405e991e54576e29c342,Voluntario,Pensionista,Activo,5669711938
