,ci_persona,id_empresa
35,4675392175,593ebd8c0481428685546a9387bedfc7
36,9019500296,8e6899dfca4f44ce85b10c4068859024
37,7573310995,2d26c26f93fb4dcaa3ae804ef3ec9f4f
38,9723938492,7125b16ffd634981b3ccd60858a9009e
39,5399323159,9dd81b1a952c4984ba9fdcbd87010b05
40,6008906538,997c892b932b40f09fa44ffd01692760
41,2037080003,9e7d891041e54b5da5b6f7bffd33d916
42,3107460163,61c8ae10c808433387c2f94b166a829a
43,9183836435,d0d933b950e14a0f8c345788038354ed
44,9550426619,efd50c8f5f564b499ba8fc0b6fe60597
45,3905614872,a64605bc27b44b6d9ab1c71dc0a0b2e7
46,5846474027,c65be0c98b2c4a30bf0b7d6e57706d9b
47,5136329953,5f3dcc93190b4b95be2534ca5be5e72b
48,7911093076,d5151a8aa3c54d26849480bacc47ef35
49,5970831820,5f257a06aa734e5fb8fb269d18afad4e
50,5198770418,a18e3104bd844d7aa4b883acb92eba27
51,3338132599,4bb5a428cff2463f9869228349858091
52,7270396922,8a0ea8f0535f42b1912423ad9b21e4bd
53,6430597643,0029a2d88b3243838bb578432e827c26
54,5850898102,d6977381c264477fbf8a7a74e09da4e3
55,7720779931,2d53465e7c834194a85c3737e7fa00ac
56,8126600103,30544f54a12d4313b0e6b615d3f6e82f
57,2885065258,7f0ac12008044a05bfccc578a834796f
58,0128333807,c61aaaea215949e1a1fae4cb0c482e7e
59,9794709229,803c42865e3749d4bc5e8c8b82c02e5c
60,6828858534,9ad22c50a05646b1a3241ed43a21ca2b
61,7844174073,808029410d924d5396fa6011891b9a3b
62,3558375664,e5a18875d7e1434e9d01efa752cbe42a
63,3771671819,71597e7159084a238350a5d878658026
64,5946845299,edd78b76d97d4da5824ca81627add470
65,6769098814,93a412732cf4466896d878ee72339549
66,4730937139,e8cf2c4ce3964ef8a13c7c5a20273a6e
67,2530077177,cf757a74f08547ed83701d039d4dc6fb
68,6074159125,9f7e1a88350d4f24922a9ed483a34cfc
69,3402227628,8eca5a81d4b0498cabf330b058b8c59a
70,5849817310,006d9c7c49964dddaa77aa80f96efc9b
71,0628883272,a5160ac17fd343a8ac573c6d8d860fc1
72,9600256465,6175a85078ed40f7ba7e383697f83088
73,4263744330,2b8fc68128234c6484a5f6722154e1d5
74,6593980790,9d36b082f96148269b920df86aed924d
75,3813988963,174143aa5b8d4926843462c3b8f195e6
76,3787627861,409e213750844128967fcc2af0f27764
77,2696396042,322b2f9724fa4d7098cb7e531ce31a11
78,0436009237,43b3cfc31af84418b0eeddc99e3309a4
79,1089418818,0c0493edbd71412791dd4fc5e69ced14
80,6042949787,b68165ff7e7141a49d5a196e8d536450
81,7266822520,ff32e80a427f458cb11fde2e91df561d
82,3587281898,573ed9b9141f46949daf3612c1a9cb25
83,0220505170,02417c6618c34b45b987ef2800709b89
84,3107010718,5ff3e3bc78784a80bb83307dcf417875
85,0140435048,905bfecb713a403aadf40e316e209f46
86,6875693595,27930a12542947b38dabcda7119a5e38
87,8974410409,e395a9a9ccd0450cb4d6d038355149a9
88,5033816062,565d0928be5944f1b1e2ee3092f96afe
89,9333318753,093a9694bc264b34a401e263241195c8
90,2588211212,a6c2f7dc31074477b550cc68cd5b805d
91,1380314326,7d55bb7354a8458dbc028ad4cddeebc0
92,1903225364,cf478975b65042b9b997b9e2ad63d4f3
93,8644234832,e31aebc5319544c7a426f60ffeb4d46f
94,0812827900,1cdcf6d1dc6b4d0faac998c56116f3c4
95,8765207126,306e02b70079467192890f998877c4de
96,8316308266,b4e9633f94af4f81b9b65a895a759088
97,7558532841,0563461fc1e84a87a26a2b5c337d29ae
98,7746610588,6371b91906f34051a7e2a1239c7c389d
99,2971750026,15802924786644f1bf107e083df990eb
100,7965102539,17f960b791be4030b0a9a638e0e58efb
101,4230817284,b6864db8424d47e68e0dc91c7c705cdb
102,9662896163,0d3fa07a36ec48928f8b02304bbf23cb
103,2662339499,dcf4411236a24f5c98ee1916721b402e
104,1214608027,ad616a49f1df4234a5ebe0e9a015e7ea
105,9360279144,8febd5432d4c41ed9565593a37495163
106,1663388079,2f7fc05d3ebc4772aa178a7aa1da023e
107,0528054764,65b301801e2045aca04e17d199f5a10a
108,3564442611,2ee61c295e2347e1b103a4daba6cf3b6
109,6405401278,93bea7a7e0f64239bf31a5b9d5ac0f10
110,0329100862,741a02a27da24eee8b42d3f2784895dc
111,5451056921,c741834da3124e1b8743dab53d08e6b3
112,1947579436,04a13ff216dc4854a6a0f15678d3b1f7
113,1210986887,dadc5349777a40aea4e4682069b89cd2
114,7104274398,fdabe85063b940eeaf4197967dc2d49e
115,2895453313,d3c3d0822db84ff2906406fb4c4993eb
116,7918247582,8bc4805c897847cb83e4efc2369715a4
117,1365558142,36518ee8b7b74abc950f6a9c81d2690d
118,4078376946,4532227d7efe4bcea459e621997e18ce
119,5815633842,56cfd6049e4f45c7a2be206dce03353c
120,1994044295,61a6e7e8da414fd3a303924b6fde55ce
121,7595107407,a2726468ae4f4b42b0c0cc05958482cb
122,0283111286,6c3c9fc0177f47238bcaecd8c83b7c62
123,6732843053,351b4958b72440f293425b506f00c32f
124,6351224677,ba83e60141554097bdc7e2958f295cc8
125,9853113830,a94f31b2807d4015893d6e189eb96afc
126,9294152545,623382d23b6e4967beb2c4b835968d8b
127,2113997521,2c2f89cda8b340699fb9c2fce8aad03b
128,8552567574,758609236ef449e6b9c0f8e5600f556a
129,1482400771,699528d2a6f54140b6a8e8fba10a3e76
130,3002716628,73f093d9c0fa4f9b856b92aafef07b9e
131,3015581875,9d09434bcdc84bb59e63a8ba9266a19c
132,1796712889,ab6e4280ca91446e89fa199e1120746c
133,1859940284,c10dcebc7482428289b4c6d81ba729ac
134,5892582586,0cc077b3b53c4a2a91f755c0eb2a5b46
135,4060698702,63dfb546fb264396baa59d6b322a293f
136,3542348596,708ece88cf2e430fb91f0bf98d5caba9
137,8825288104,24035a39d4774205a135afa620b97633
138,5183590700,3de8cb55dfd54f00a7b8aa506a5a343e
139,5603224413,098a0d4a1c1848c7b7c5bcb83ebc7071
140,8098306006,3e30b3c1a2c74502a8ed08bf4504956d
141,2461433029,8615b9466d044b5f9ff58964e45495b4
142,9844006835,1aeac669dae04e249310fe66659f7291
143,8399169699,ce6dc6a7b2c140c79d9d2be68f50716a
144,5157878075,a097f9d201114be58219f75120f3d8c8
145,9538461100,3c09d3959d164de4bf83cd16509a3f5a
146,1679714570,4e5dc0d0559046aca04f1a83744ba0db
147,9828996137,e3aa434209554799823dbf9036fe4846
148,4044276354,45f7d32faea842c69d3e895978e473c4
149,2604555534,f4742ed2b31848d9892687e6239bd95d
150,2431685767,e5da6bcc7aeb404ba12eb61c2adb6727
151,7523550423,7767ab1c8d32472db1de2c919302ec02
152,1732267382,dfd51785b059475586c177e296fec7a5
153,5319450129,574c6f1eac8c42268c2522a7cb027b62
154,6605345842,3a7302e21f934b22bc247cc30dd7afb7
155,5483947852,7dad92f159ee46a6ba38d25ba890f78d
156,1057500884,800f1c4c92464603acf8a97e9c589027
157,9368585985,0779e237dae84b70b5ce9c69a405c7a9
158,2187422804,4bc84a66bc3045fc93f2dde8e1afa07a
159,2397213608,994cd9b84a3e42b7a9a433af6fd9010a
160,0348216531,e5e0c9dbb9724c1ba22dfed93beb6bd0
161,1458945812,c10904d49628497e97a6338fc2485cd7
162,5492016102,a9dda30235dd4e32be204be6f1c3d526
163,3475314668,e879fff0cc7a465998aa7e24f3448f08
164,0179969102,0c7d286b5da84e13912668e6a4b6196c
165,2600014809,7648c8d69cd94360b9c6345a45f366ca
166,2130844788,5e13140a39ed4ca28eb54b55b4372344
167,2588265346,edba6221164b4565b03003f4ff4731f3
168,8676646335,be65f15634d94171b0c2d39d752b09c7
169,2399815965,98f751288b784e42b5590f6a69cfc1ca
170,9355522095,994c2667103e4eacbeae44f5fdbf6dd8
171,1154384164,ba8346d90d344e66a11997357bf86b71
172,2004733666,75741b3ae79b494b8193a8a74e197d3b
173,6223194906,ce0cdcbcece84b809afebfaaf5cd6961
174,6320647854,39e1129b3203458ea1686dbad2803b8d
175,5421713508,1a6f1e17bb3842febc9f71fdda15e327
176,3564414463,5dd07ea61e604881a6bc37665691e826
177,5394591819,a956e5f2b8284834962dfda2c3c37b4a
178,8026259094,fe8124de4ff5404a89c48f06c4539037
179,7592083340,ebbb802b53b448e998f38daad91d0c90
180,6598263637,4894504b0faf47278785210df5578e00
181,2603675693,2648cfe881af4a398bdae3ba97275bda
182,4323366514,9bae49d4d5d0405b9f311d9adf342825
183,0737992261,5ec614527b9e480886a8c93bba30f9f7
184,2665087043,7d5b53bcdd83453f922f7544208d6e1a
185,9743880200,928ec7b9aa264b0bad04253c9d5b51b9
186,4806720373,22f58061dfc34b7bbc1f515d03989b12
187,9843099700,05ecbb2b497e459686cc73cb41917a8f
188,2224444861,45c6a4337c56456d846d4a535ab997a7
189,0546561264,3b51b310a12f4c92852e94ff925c7c5e
190,9474724996,b92327678b18447abb2fabf83af1ee3a
191,0031684819,8d7bca9679634d45a1b4ba1e099c65cb
192,0703674815,537c52ecf34d4a8e881ecb67eff3691d
193,7306069073,57d6665c6607498882fe79b5681154cb
194,6306920489,e12ef2c5aaf0436eb7fd9bec6b521a96
195,3200166696,e66a727d2b654db199aec50d588221d8
196,7817100390,3ab6b8f823984067a2d2ba783a71241a
197,4112366069,5422d401a1b348059a695ba2293755ff
198,2383862648,45ad8008f831472584d62cd7da267652
199,4931868103,8169b27d98e24f3bbf64700b66e8fa0d
200,3637026181,d7c2a8891ed846e3b57127e707303924
201,5107470187,78ab140830d848d58f2f8f95bf0a25cf
202,0808421315,0897a0775f4a4099af38aed0c855c878
203,7083361001,a254aa345f43468cb9510cf0a48218db
204,4129965670,4aafb1f9bae64196b612985f769bba34
205,3286199903,0cbb4813d6ba4ce4bc413e58baf87118
206,2419818368,f073b9db4f2e4bb98d2006e7cadd54d8
207,0614460567,a10c80a39f2c46d4813fd4322156fa22
208,8431740251,b4161a66d0094e59b42057353ca2153e
209,2428056608,f7e4aabbda434a7b94ae5b718e288490
210,4256971847,f69a0edadd69467c9012083c7c597cab
211,7140207405,337afbb8de8645ebbddc62da56888eff
212,9076921589,2fac548f84cb44faa4362d0d8e09764d
213,1135935786,26b7db0cce62459eb088c8154ddeae9d
214,3947400544,e5f3052b78174ca693d2282bd0015dce
215,7320504454,3f23e31b3e6c4473b897413cd4c65a18
216,8091455504,d196dc67dbf2439b820380f2d7c6e072
217,5984383788,683d8d0aace843d6aa83baa788a68205
218,6635949602,3139caada013496a93ad0647c35a261b
219,5410735791,b106541159f14818ab778a84042611fa
220,3032065459,f608c27dd6064974801adf9a61a6d44d
221,0137084826,efe961fd4d914e4f99c3103e6890a453
222,1259456008,705d839db41f495db0d69aff867a057d
223,8641418632,400bd19013f2458b80c7fb991b3e23a1
224,0339351820,35612ba7b1eb455f906c89d8acc46486
225,1345791318,8a0298e8fda243eca5cbf5410654437e
226,7229755473,c15883311322460b9f504b194495771a
227,6472541064,8c37af51ef574a2480ab334df3876a29
228,8163168411,3893ee4dfaa6420491b0d7ed085c78e4
229,9471421538,ba9c127bc2234b3996aa689db610d2fd
230,5943346917,1b5e55652c81424ba4301769ca2c8d96
231,3508997487,ec4216ff3e9345a8ba9f83f8c40ba849
232,8415717153,8ed5c24aa98442e380496ffe70c09a1d
233,9657391816,ef815460dac04fc9857bc74595d7eb62
234,2325248514,f3aeab4fd5ca4c86b4e625035a6c0495
235,4091881185,651abd30a9c241c8a13d8c5834dc3f21
236,7296781986,1efe954a5c00472bbcf2fba442d713ec
237,9927355317,c16a72b2516d4ae39049682886d324b8
238,6403716906,25241a1d499f468cb141eca6892ad59f
239,3513485696,cd4d9c7f8e414999ac68f4e7a56a3cd5
240,7045557307,a180d8f8f1e84596b2a9f0ee227f4838
241,4672505952,1140cc7ad2c44c3793da95640c57e0ab
242,1378442454,94abdb04eb744d1aa042b9dade6caa5c
243,3763886181,6bb4085f60874a8ea3f7c26be4e1991e
244,0965242317,5e5689c10e084c5c984b21fd2e2867a7
245,4305371511,941c48ffb66d4f8b8f34cc0d717a125a
246,7776311207,d82deb5c5be64bac8d392febef1cbb6e
247,6383318542,969b0c216fbe4125871f56710c7b52fc
248,2852379026,2c21912a85d24be1a14a4c979fef7730
249,1383013161,9ff604e0ab4346298e1882e98c925e42
250,9263779985,a7674ae116354f00afefd7cf0c75562d
251,4920821707,473936010d534c31961dbe52abac4f2f
252,6695882204,c3ab26d1d35f4f1db154cc1f8e0e02d5
253,8464974982,eaa4893d67b84cf5b06fd85292572cfe
254,0880038600,c537c7c3dcf94df68cb970b6ea2f1d81
255,0209904380,a19d5300c03244d991b9861464e0a8f4
256,6957693788,dcf4c7fbdeab473089b6743ed37c2a2c
257,0562735610,fe8ae28e0ed64c64ae370536733074c6
258,2510206673,58869743f6554551b74e41e1dc2c4867
259,1218919964,f6d585570f3a4a5b8ad2f375dfcfcfbf
260,0979796451,00d651600841416c97a433bf472f43d4
261,4750115339,8d90424118524d2dbfedb318ba01a604
262,5001261044,5f98a092ae6f41f3b120433554f5f621
263,8891548020,0a99800ad59840fab07521d3661e7b35
264,5110447546,7e7e37c3a080499f9565c6d5d3a51d2c
265,7728519999,baec70adf05b4768b1ceb09b0de758ed
266,2338754098,b71746df7e2a4c919966070e33386729
267,0849391112,c51d0850418b43a6b7dc7b3627d4d302
268,4016331461,a447aa6c011d481c8432dde61f7fa740
269,4523815238,65b969ea8214456f97147c65ea4d58e8
270,5386973418,d9095d99c4844e588062441100a4db07
271,1048197866,62f7867144d743898e6ecfc72b2ff757
272,7782735235,63cada922ddf4987b6c787d84f89d287
273,0579507977,affa1ca67f624da68d4f5bda5f09ed01
274,2196099308,cba044b6e21a46ffa9f7dd3791d76b10
275,1388822595,bb5c080d363e4a0f81f3e1869c18e6ea
276,0396306674,705d369c60324b12bb12b36d47ed19ea
277,6789888542,be1807b5eadd4a89847016bc97c22b51
278,6422104311,b7d3db4b0e11487eb4db709d743e337f
279,1326780885,7f9ec0665bdd44e1b92863481a77c3af
280,5435522235,5d0e96255a244dd7a96eab2414c9ae35
281,7583360388,95dbe4c8b6c6478ba188cb3291d15481
282,3825408222,06b1da10afd04d3888cc838ebedb74a6
283,7055366362,a2a84dc22fa04ce6a96f9b5c7394ba7c
284,7649457054,c56a8a3e7a404f12844de2dd9542e3e5
285,4054675980,04a329045de6420f8ceba78f55df375d
286,7517414202,d6a86561d717498c8d5b76a2136b5549
287,5305302314,526727ba804a4082ad1234bf8e840dab
288,2842436757,e185d5cd84334398ad66abe6a8b7b108
289,0530777897,3aa12d8f0bef4421b46d6d09627f9a99
290,8493992108,f09b5706f7024a7ca0f94ce95d915354
291,9489693599,59fc76acd18b4c4b88816f32f630f40b
292,0935175139,9e50522e9b4745ef9ae7070a6e014d8f
293,1385443891,0d00b0dce9894d7d90c4637f8189a3d4
294,1594482803,6f8ba7379f86435ca92caa165a3ac972
295,1142481897,29a7091785fb47e180f381f0686ab0b2
296,8466609973,53308638ae9446af9594222e377a3a03
297,7002079131,8ee30c0dd4214d97adc69c0a6398701d
298,8667310601,05fd424e44cf4036a9a98be23fb83e4d
299,4514164152,cc446103d8c54f68b1e427be1ea609a4
300,8542099022,fe05c379584f4dc785d7e312a04379f9
301,4453584140,a897b332d74443f581d17d80cf0e13c1
302,1948638592,b6fabd5b17ff4e2da4c07d279596bf65
303,8605467695,43467763d6a4421f946a497177ab0813
304,0708715440,a510e42f08d248a5984226e37fd8c921
305,1272707635,434f1c0fef6a4db8868d4a27d731a46e
306,6072103410,2f22a22168e84bd199ca0214c15717b3
307,5695196607,79a7da17a8d045c3b8f459f3557e8424
308,2893112927,4c1246f221c847948f25b00c03742be2
309,2749288207,ad87cae4ea19437d8f48002e6cc80226
310,8909056457,d58cd86233f34adfb63270e23a544873
311,7359836405,43cb906ed929471f8e65bb7d5524fb27
312,6644472986,b958d8afb86e4483a294557f5d99de0d
313,5350719211,6acdaae3e03942f9a5917edbbf7e43ca
314,5229761702,852721d5c3cf4438b67d793659b1a6a7
315,0560094360,dc6dbfd4ceac43808e774e4d52f321e6
316,0564465985,0d869b6c444e48dcbd29334a42eb7640
317,1415399970,662329a8b9664f1c924b8fa44e30c04f
318,5643834037,7270b0a571334c42bb5860cc64b371d0
319,4391917208,85bef885e7d44bef9d5a08b47aaf8955
320,1711628569,42006a41a772415ba674ade690bd5ff6
321,0906787398,105aad8072fe43d0a5772c451d7a338e
322,2394981119,6faceecd688447ebae3b3217e4b469f1
323,2612529152,b4605e8cf00d46b7803319c9a792a0e5
324,9802713112,59284bdb93e74d35a0f2352ff844c561
325,5051893347,8c3ae9118a69425899bcd8a78a7afaee
326,5084269014,8963cef5658647feaf03713060624b59
327,7113574418,b9ed078f84354c0ca82e37319a118775
328,9910634137,413586d5243d47eca32ae0fd3ba1a96a
329,2079842097,fc7eb6a1ca7f49599cd1b6ab95e3416a
330,4685420177,b691f1af38ae4d3da8a0171b9759ae26
331,9494874544,59414f3257b5405fa51b9bb29600b313
332,4706319831,94dfb869980e4550ab715d3c02364f84
333,3249354781,0180449966d34c529aff6924c7fd5861
334,4685293898,98a6cf8e536b4eb6bc1e60f172b7e59e
335,4865702453,cca4502e092f4e88993bcfd139e945a7
336,1843395694,50dd1ccdd46448dc9026ae4f4398c879
337,7482909697,3d848ae3ab4c4a1fa4eb80a23b4f289b
338,7407553235,3313e729f8304f3a9cf67fa828a1ac57
339,0826128671,8be84d4ab651430794cce08e08f38b6b
340,8057142127,c8edc9a25ea94cb9865cc885f0d748b9
341,6843562341,595d2507140447dcb8fd208a252c742b
342,1356115087,07529170e2844e2284d7109d8e0966c8
343,3925156039,0950e8cc41494405bf5333740c3f3de0
344,7017350692,7722c7a2da6c42a287ce351fe5b6847e
345,8738300493,4de4ce3d159b40ea955ccbf8bd79c3c9
346,9592071066,6bc5348eaf6c4dba8fb28e3d84173de4
347,6322506236,97868f1cf1e94d418d88650f27720a77
348,6932071208,fca3e0058cda443eada469586f9ce574
349,9413379736,1f087e58d9d9460aa33ecba76764f290
350,1286167474,e60c41d66d8a45cd96a19f8387f887b7
351,8644450751,e772aae8f3e54893b54c08e23ef76c7d
352,6360736001,aa11b3a972fe4f71b5df2c1ea4e81dc5
353,0648095835,83494495ff2b4ec38a03c177326afe16
354,4069938782,582f8a0fdbed483e8be76b8bc02e4d2e
355,9866067736,185816c07b44452eb9a271befa632c57
356,7949415785,245e4da879bc4e079ca2d9a263d66612
357,4506942328,91763223dbf84a1c853570866f9285a4
358,0118743143,8aa97617a0c24754b208712726062043
359,5405122195,45aafbefc0db4138857fc415d2125123
360,4553572014,379d458bc5b04e6a97dcfd934dd25f50
361,2373668260,3ff396906cca49109442a825758caf35
362,7614249252,8024644c53334dbe9ddede4d5640be08
363,8991086963,fcfff58fd2164340afb54c20ef0f105d
364,6470050905,84b2555ed94a41a69cb8fa1f3fa41507
365,7405984935,575e73eb30b84dfe993a4f2da688389a
366,2325461816,2fb86212c32b47918090d8cf23d28a7d
367,8510446130,941f920517ff45debfba283564083a0d
368,2777981932,f66de3857aff4f9cb7d05ad22d1657be
369,1902891463,8aa42b8832c1405297c905834f588d80
370,8359928432,41c3066ec581446a8aceaace86f187f7
371,0762207272,0dc0a85e972046f2a6dbdd83465832c7
372,2229678042,965b5951abd54a3fbdce010d4614f6e7
373,6901943669,56b3813443774ed390d879706c92d044
374,4113888207,5a1960f86847431f97dd5c05950ccc6f
375,3107633567,6aa5eeac55ce44c1aa3227ce15a87d39
376,0224603948,cdd7885c059a43748b53e309a01f3faf
377,0190328327,ed992a43592a46d0a30666af258f8ea1
378,3640610727,74d4bbb724694032a08245a146296e04
379,6058343355,ea80bec91e464af29899c3dadefa229d
380,8823701184,4d8a61f80a8845d49875f5b6e0dcf41c
381,3290536258,4779c3730af74dcab66cf0650c077c0b
382,3894265152,6cc79fe11db547b0b09a96901ae7a9ad
383,3604209740,2f6734246c4b4b4c862671dc4102176e
384,2015189411,d08b5a6661524a3db5013d6c5f51b7b1
385,7905550362,0029fd2fbb85423ebd8791848e81391a
386,8995334980,9464c6aabb044b7abb47a432f06f7119
387,4731868549,eb96bc2bfadb4d7d81894b90c97c8416
388,2724931693,2955aa4e0a09457ab0dba70fd732de5f
389,2831964129,47027fdf28e0401cbf47ffd3f2876d71
390,7026953231,b32d4613a58a447d8537be183da56536
391,9867050454,907048e3acfd41ef9165a775ab4945ab
392,9410091226,be7037bea1d347c28cb76b8b7b0e1d2b
393,8712284286,e743917901a346308974884b7b28d0e8
394,3491175018,bb6fbe91abc94259b172e33b458a2be0
395,8785506654,8062c408978c4b3f89cba359521fae35
396,1780268227,b74019493b8440daa85e5ba56555875e
397,7942812017,68d6d683878140918bb4662ade09be36
398,4193179799,dbbd91895c9b463891d02318e73d0c09
399,7557801011,bee33da6a39d42b8ac06f916d4811db0
400,9079334010,6474606669254aedbc1ce0b894fa0373
401,7437982890,fc94c0655d094850b028a7e4833c152b
402,7904691207,1bc6bafb0917438d833a7261adda4674
403,2716811632,c532df6f7cd145d5ac80243d2833b7a5
404,9135363076,58b4b886a84e484fabc0e9898fbc00c3
405,5937834568,26417f43cfc149df8088ba39c7390f5f
406,0402497823,8228be2234954c1bb4502189f807a7ce
407,1937172794,a9b4f0d87beb4f30b2f9b88546f73e8b
408,2748034546,d0787addeee04be18bcc1534de1a5d0a
409,3428527297,6f628aaf89c84951a577adf85913f828
410,4085683247,c155e63edb714d77b46bf22e976896ab
411,7908760999,b396717e0d9247189842c295180de7e3
412,7719876827,3acdf6cf6d5a43cf80239db3c64b41b5
413,9929798866,b3448fba25c64c6c8c6ca16abe4188db
414,4947296840,1ddc8d587f284746b77d8502427e6ce7
415,0819268214,82777b2a4fa046d5b2fd4e421bb18703
416,3399656394,9e37ae8449c14919b6dd7664647ba0a5
417,3688551889,c1a04486f3b042c5a19cf50abfccff92
418,1683483777,4151a3bff13740b390b6ef5a7f0779fb
419,9277893440,142f198526d7433b8e9c8f475e195f28
420,3307399492,f00d54a0d9074eadb32d427c6c6d6b62
421,4295100851,0215936b152140bcb8e539ff6a83e04a
422,7053551540,6871390c5cde4cd59dc1266d89447c72
423,2687745347,ca10ace4274e410bab3ecee887dc0daf
424,8351291953,aa0f3df715c9411bb60e30cc7fac7557
425,9036308605,c5d06a230ff346219223cbe3129d5531
426,1272982886,ca36185e69194c57b63fdec2edf266bd
427,7978129574,93dc92fab5a44ad4a4e1ba0fe80c9b52
428,5230889121,9d009fa9d1ac43e99f097f2561117d33
429,0488319411,e77d7fef03264950abf5ce3e4dca6ce5
430,2782406043,a09d241eb664462e9d7476470841aba7
431,0578343918,af276f2bb2fe4cf4baad202f431fce73
432,8581830167,964e073078854bebba255ce89cea3ceb
433,0550195711,e7301554a26347888fdde18e6fbd01fd
434,1747541685,1382cdfc8bf04fa8a5d3aaf22675512f
435,2988548172,852a8f277e5b446b9ac40edfcbacaba3
436,2490196910,1e5713ad30e14ab39fcccf3acd4edc06
437,0407142878,d7dd1ee5a0fe4d3eab4a66e586887d15
438,8653111441,74aef2e34c7b416e89355657dfe474b2
439,0155189940,0e213f48724449488b9413275b078c23
440,6407937197,171f87f615ca46c3a794f62d7907ac29
441,3426482569,aef7e55344ce424dbf912973b591e4da
442,3162505986,dd8d7236c6a849e898eab10a964f9edf
443,1913076917,a3988a68cc154610aebf3feec7489981
444,1207030188,8ce4e37dadb342198b44655ea7a4b2ae
445,2096317177,6ec801a7544649d5adcd4ee72c6bdfb3
446,2176331692,17c09ca10d4c4e7f98b52c86258cb6f9
447,8601953133,f9f5f370eb0940ba8895f4b247fb6800
448,9440190133,2fd041dcd2264f1daacb31598068e903
449,4124482329,f86a969aad6f4fe191a50016d13684c4
450,7890284277,342c76ca5b2444789e469a60b305d8b4
451,9194661611,9bc9c5fec68c45eda26ab5bf7ffb4b60
452,1508820216,64c2b9cf08e44111bb5d17f22e07738d
453,9360186244,d1477ffe87124a2796de20a6fa2c9f03
454,1943562667,91f251a622514fe4af76d54b68b4190b
455,5897969553,017486af27234f60b4b60f980b72e79b
456,2119757949,88c0b20e627943a38296035b98489b90
457,6543536301,3cb80d89350145a096ca3ae2195a4d16
458,2451295840,ee65aacd65e24a608810c3b3fdb94e64
459,5167869896,46259c77f2b0491997aba125eb44aeeb
460,7813959640,f936dee6ea6c471b903517e645ec730b
461,1570642312,3304759f83f642fd93e14780ae56e3d8
462,5808630641,44b7ff239d8a41c995447e3aee65ed56
463,4513643806,0eda19ca0b754ca68280e72e9f84cbcf
464,4829085139,7c8852016a124f9caa536ae3c2c63daf
465,9050607457,863c612287a54236891a8e24dc53b616
466,3470369313,76db8b3a996c4a8ab8345d450259d7f9
467,8965895251,38fe385d77014d4b9fc9e01af4e8edac
468,4396592196,25dd42d38ee142f4b0b7e0496165e288
469,2775966977,30a1f5e2f7d9410c83ca6d10d22f4d13
470,1531510348,783c501fb79341a5bcad0bc41b6b8eb1
471,2478475241,ba13a812c38342d69fdf02b313098de3
472,3000375384,989b1a41863744cc936d93acb5ec96e2
473,0955636707,0151c02465a8437bbb668dd773b5e6f5
474,1551765229,09beb77f5d9b4d8ebd43b5eace26e4dd
475,8675975728,85716a0894bd44a9b5cfc65c64e4e6c2
476,5479007783,bfd5d40aa03d46c4b0e5705024072d94
477,8164795032,69294e93a8e44f9e95689ac51e5687e8
478,0123330642,a88f06b37fe34448bded2c310a457b60
479,0792824754,cffdc034f4114a28a26585b94cda975d
480,5883255533,5b2c27524fb5497684557564a8201d56
481,7200659264,3561d1e994ea49888380cb2231448f8e
482,6506191143,c082dab8716f45bcb34c07e28fadb506
483,7891009089,059556c78f2b41d5bd008630d9b65878
484,0425438989,c64aadd287934c00860eeb034c0f6adb
